Age,Team,Pos,G,GS,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,AS,ANBA,DPOY,RPOY,SPOY,MIP,MVP
20,ORL,SG,64,14,1402,8.5,0.481,0.4,0.256,1.7,12.9,7.3,16.9,1.4,0.8,14.6,18.4,-1.3,1.1,-0.2,-0.005,-4,-0.1,-4.1,-0.7,0,0,0,0,0,0,0
21,NOP,C,70,28,1398,18.5,0.68,0.143,0.472,8.9,16.2,12.5,4.7,1.2,3.8,10.1,16.4,3.7,1.3,5.1,0.174,0.6,-0.3,0.2,0.8,0,0,0,0,0,0,0
28,GSW,PF,63,15,1396,15.9,0.581,0.519,0.147,6.9,21,14.2,9.6,2.4,2,7.7,15,2.2,2.7,4.9,0.168,1,2.1,3.1,1.8,0,0,0,0,0,0,0
29,WAS,PG,70,19,1372,12.4,0.538,0.272,0.245,1.1,9.6,5.4,22.9,2,0.2,13.9,18.4,0.7,0.8,1.5,0.053,-2.5,-0.5,-2.9,-0.4,0,0,0,0,0,0,0
26,MIA,SF,60,12,1372,14.8,0.611,0.378,0.227,5.9,13,9.5,7,2.1,2.3,10.3,16.3,1.9,2.1,4,0.139,0.1,0.9,1.1,1.1,0,0,0,0,0,0,0
20,OKC,PG,60,26,1367,10.2,0.501,0.463,0.139,1.9,11.2,6.4,10.7,1.7,0.8,10.2,22,-1,1,0.1,0.002,-3.3,-1.1,-4.4,-0.8,0,0,0,0,0,0,0
32,LAC,PG,54,29,1361,12.5,0.514,0.348,0.25,2.2,11.6,7.1,24.1,2.5,1.2,18.3,20.5,-0.5,1.8,1.3,0.047,-2.1,1.3,-0.8,0.4,0,0,0,0,0,0,0
34,PHI,SF,62,28,1353,9.5,0.561,0.847,0.044,2.7,10.1,6.5,6.5,2.2,2.5,12.1,12.3,0.3,1.6,1.9,0.067,-1.4,0.8,-0.5,0.5,0,0,0,0,0,0,0
20,MEM,SF,62,31,1346,9.7,0.559,0.571,0.13,2,8.2,5,6.3,1.2,0.8,8.4,14.9,1.1,1.1,2.2,0.08,-2.4,-0.6,-3,-0.3,0,0,0,0,0,0,0
20,HOU,SG,74,2,1334,12.2,0.534,0.378,0.226,4.3,11.1,7.7,17.3,2.3,0.9,17.2,21.1,-0.4,0.7,0.3,0.01,-2.2,-1.3,-3.5,-0.5,0,0,0,0,0,0,0
31,GSW,PF,46,44,1329,14.3,0.582,0.21,0.354,3.8,23.2,13.8,32.5,2.2,3.6,31.9,14.3,0.8,2.8,3.6,0.131,-1.4,4.6,3.2,1.8,1,0,0,0,0,0,0
21,DEN,SG,69,4,1310,14.4,0.558,0.627,0.219,1.2,14.4,8,21.2,1.5,1.4,12.1,23.8,1.1,1.3,2.4,0.088,0.3,-0.7,-0.4,0.5,0,0,0,0,0,0,0
20,ORL,PG,48,45,1307,8.6,0.455,0.358,0.297,2.1,11.7,6.9,24.9,2.2,1.3,18.7,25.3,-3,1.3,-1.6,-0.06,-5.3,-0.2,-5.6,-1.2,0,0,0,0,0,0,0
25,MEM,SG,72,7,1292,14,0.615,0.481,0.187,6.9,20.1,13.3,10.6,1.7,1.5,9.3,9.9,2.4,1.8,4.2,0.155,0.2,1.3,1.5,1.2,0,0,0,0,0,0,0
28,2TM,SG,75,2,1286,11.5,0.574,0.547,0.161,0.9,6.9,3.9,8.3,0.9,0.3,8.8,21.2,0.8,0.6,1.4,0.054,-0.7,-2.2,-2.9,-0.3,0,0,0,0,0,0,0
28,SAS,SG,40,1,676,12.4,0.572,0.51,0.166,0.6,9.2,4.9,8.6,1.2,0.4,9.4,21.9,0.3,0.4,0.7,0.053,-0.3,-1.3,-1.6,0.1,0,0,0,0,0,0,0
28,DEN,SG,35,1,610,10.6,0.578,0.593,0.156,1.1,4.3,2.7,8,0.6,0.3,8.1,20.3,0.5,0.2,0.7,0.054,-1.1,-3.2,-4.3,-0.4,0,0,0,0,0,0,0
28,POR,SG,64,6,1285,11.7,0.567,0.774,0.163,1,8.1,4.4,7.3,1.4,0.8,8.7,21.3,0.7,0.2,0.8,0.031,-0.7,-2.5,-3.2,-0.4,0,0,0,0,0,0,0
24,SAC,C,60,20,1279,13.4,0.546,0.414,0.203,2.9,25.9,14.3,6.9,1.9,2.2,11.1,18.5,0.1,1.4,1.5,0.056,-1.6,0.1,-1.5,0.2,0,0,0,0,0,0,0
27,PHO,PG,58,12,1278,13.8,0.5,0.359,0.152,2.1,12.3,7.3,30.7,1.5,1.2,14.1,24.6,0.2,1.8,1.9,0.073,-0.4,0.4,0,0.7,0,0,0,0,0,0,0
23,DET,SG,58,29,1269,15.7,0.541,0.177,0.266,5.6,18.7,11.8,9.8,2.7,1.2,9,21.8,0.6,1.5,2.1,0.079,-1.2,0.7,-0.5,0.5,0,0,0,0,0,0,0
29,GSW,SG,63,5,1256,10.9,0.561,0.488,0.196,2.4,14.9,8.8,7.1,1.5,0.5,8.4,15.8,0.9,1.8,2.7,0.102,-2.4,0.4,-2,0,0,0,0,0,0,0,0
35,MIL,PG,54,17,1253,10.2,0.552,0.487,0.225,3.3,9.7,6.6,12.4,1.6,0.5,11.9,11.7,1.3,1,2.3,0.087,-2.2,0.6,-1.6,0.1,0,0,0,0,0,0,0
29,GSW,SG,71,16,1248,17.8,0.679,0.349,0.169,6.5,14.9,10.8,7.6,3.8,1.7,9.8,14.3,2.5,2.6,5.2,0.199,0.3,3.4,3.7,1.8,0,0,0,0,0,0,0
25,MEM,PF,64,1,1246,23.7,0.66,0.049,0.291,11.1,17.8,14.4,10.3,1.5,4.9,6.3,17.7,4.4,1.9,6.3,0.241,3.1,1.1,4.2,2,0,0,0,0,0,0,0
29,DAL,SG,42,20,1245,12.7,0.52,0.574,0.194,1.2,12.8,7,11.4,1.5,0.4,5.6,22,0.5,1.5,2,0.077,-0.4,0.2,-0.2,0.6,0,0,0,0,0,0,0
24,2TM,C,71,31,1245,18,0.638,0.062,0.35,11,22.2,16.5,10.1,1.2,2.8,15.9,17.5,2.2,1.1,3.4,0.13,-0.5,-0.9,-1.4,0.2,0,0,0,0,0,0,0
24,SAS,C,49,9,595,16,0.588,0.05,0.497,11.2,23.4,17.3,11.1,1,4.2,19.2,17,0.6,0.8,1.4,0.114,-1.9,0.7,-1.2,0.1,0,0,0,0,0,0,0
24,POR,C,22,22,650,19.9,0.678,0.071,0.241,10.8,21,15.7,9.1,1.4,1.5,13,18,1.6,0.3,2,0.144,0.8,-2.3,-1.5,0.1,0,0,0,0,0,0,0
25,IND,C,42,42,1235,17.4,0.615,0.466,0.267,5.8,21.3,13.4,5.1,1.1,8.3,10.9,17.1,1.7,1.4,3.1,0.12,0.1,1.4,1.4,1.1,0,0,0,0,0,0,0
20,OKC,PF,61,12,1233,12,0.485,0.432,0.11,6,20.8,13.3,16.5,1.5,2.9,16.4,20,-1.1,1.5,0.4,0.014,-2.7,0.1,-2.6,-0.2,0,0,0,0,0,0,0
23,NYK,PF,72,10,1230,18.3,0.614,0.357,0.262,5.9,17.7,11.7,10.9,1,2.6,9.6,20.8,2.5,1.5,3.9,0.153,1.7,0.3,2,1.2,0,0,0,0,0,0,0
30,SAS,PF,51,51,1223,11.4,0.593,0.551,0.11,1.5,8.4,4.9,7.3,0.5,0.4,8.1,18.3,1.1,0.5,1.6,0.062,-0.4,-2.1,-2.5,-0.1,0,0,0,0,0,0,0
23,LAC,C,68,0,1216,22,0.664,0.082,0.361,10.5,18.2,14.5,20.5,2,5.4,16.5,18.4,3.3,2.2,5.5,0.215,1.4,3.1,4.5,2,0,0,0,0,0,0,0
22,MIN,C,77,6,1215,17.2,0.588,0.349,0.313,8.8,18,13.3,8.7,1.6,5.6,13.2,21.4,1.5,1.6,3.2,0.125,-0.5,0.5,0,0.6,0,0,0,0,0,0,0
24,CHI,PG,35,35,1212,14.5,0.575,0.679,0.073,3.3,14.3,8.8,20,2.6,2.2,17.2,17.4,0.8,1.4,2.2,0.088,0.9,1.6,2.5,1.4,0,0,0,0,0,0,0
23,OKC,SG,50,35,1209,10.3,0.556,0.409,0.252,4.3,11,7.6,8.5,1.2,0.8,12.6,15.3,0.5,0.8,1.2,0.048,-3.4,-0.9,-4.3,-0.7,0,0,0,0,0,0,0
29,IND,PG,36,36,1206,18,0.557,0.343,0.308,3,14.3,8.6,26.9,1.2,1,11.1,24.6,2.2,0.4,2.7,0.106,2.8,-0.5,2.3,1.3,0,0,0,0,0,0,0
34,BRK,PF,62,10,1191,10.3,0.513,0.277,0.179,4.8,14.6,9.8,14.5,1.2,2.6,12.7,13.7,0.6,1.1,1.7,0.068,-2.7,0.6,-2.2,-0.1,0,0,0,0,0,0,0
19,GSW,SF,70,12,1185,15.2,0.6,0.324,0.413,5.1,16.1,10.8,8.4,1.3,1.8,12,22.7,1.3,1.8,3,0.123,-1.3,-0.2,-1.5,0.1,0,0,0,0,0,0,0
23,MIL,SF,62,13,1185,9.9,0.506,0.491,0.093,3.4,16.1,9.9,7,1,1.4,10.6,19.4,-0.4,1.1,0.6,0.025,-2.7,-1.5,-4.1,-0.6,0,0,0,0,0,0,0
30,DEN,PG,65,4,1184,11.1,0.503,0.652,0.264,2.2,8.6,5.5,24.1,2.6,1.8,16.9,14.7,0.6,1.3,2,0.081,-2.1,1.3,-0.8,0.4,0,0,0,0,0,0,0
25,PHI,SG,55,6,1179,11.9,0.517,0.33,0.181,2.9,10.4,6.7,17.6,1.2,1.3,9.2,18.3,0.7,1,1.7,0.069,-1.6,-0.6,-2.2,-0.1,0,0,0,0,0,0,0
27,MIN,PF,69,8,1177,12.4,0.589,0.587,0.21,2.3,13.8,7.9,8.1,1.9,1.9,11.1,17,1,1.2,2.2,0.09,-1,0,-0.9,0.3,0,0,0,0,0,0,0
20,BRK,SG,67,2,1176,11.7,0.519,0.346,0.209,1.5,13.1,7.5,9.7,1.4,0.6,9.1,22.1,0,0.8,0.8,0.033,-2,-1.4,-3.4,-0.4,0,0,0,0,0,0,0
21,POR,SF,58,28,1174,9.2,0.491,0.409,0.273,6,15.6,10.6,10.6,1.5,1.6,14,14.8,-0.1,0.5,0.4,0.016,-3.8,-1.5,-5.3,-1,0,0,0,0,0,0,0
34,PHO,C,74,17,1172,22.6,0.651,0.02,0.319,15.3,29.7,22.7,5.4,0.9,6.1,15.8,22.8,2.4,2.6,4.9,0.201,-0.1,0.9,0.8,0.8,0,0,0,0,0,0,0
23,DET,PG,53,7,1164,10.6,0.53,0.578,0.215,1.7,6.7,4,7.6,1.1,0.7,6.7,20.9,0.3,0.4,0.7,0.031,-1.8,-1.7,-3.5,-0.4,0,0,0,0,0,0,0
32,UTA,C,65,8,1162,22.9,0.662,0,0.506,16.2,29.9,23.3,3.4,0.9,7.8,11.6,17.1,3.4,2.3,5.8,0.238,0.6,1.4,2.1,1.2,0,0,0,0,0,0,0
22,2TM,PF,48,25,1153,15.7,0.551,0.217,0.226,9.7,22.7,16,5.2,0.9,1.4,7.4,19.8,1.2,0.9,2,0.084,-0.5,-1.8,-2.3,-0.1,0,0,0,0,0,0,0
22,SAC,PF,30,17,663,14.3,0.521,0.252,0.191,11,24.8,17.8,3.9,0.7,1.5,7.3,18.8,0.5,0.4,0.9,0.067,-1.1,-2.4,-3.5,-0.3,0,0,0,0,0,0,0
22,DET,PF,18,8,490,17.7,0.585,0.175,0.27,8,19.8,13.6,6.9,1.3,1.3,7.4,21.2,0.7,0.4,1.1,0.107,0.4,-0.9,-0.6,0.2,0,0,0,0,0,0,0
22,SAS,PG,69,11,1148,15,0.545,0.15,0.268,2.6,11.6,7.1,27,1.8,0.5,10.8,15.6,1.9,0.9,2.9,0.121,-0.9,0.4,-0.5,0.4,0,0,0,0,0,0,0
27,CHI,SG,41,18,1147,11.7,0.528,0.492,0.285,3.3,11.2,7.3,18.5,3,1.1,16.5,13.3,0.7,1.2,2,0.082,-2.2,2.3,0.2,0.6,0,0,0,0,0,0,0
33,GSW,C,71,0,1143,14.2,0.573,0.436,0.237,6.1,21.5,14.1,19.8,1.8,2.2,18.7,17.8,1,2.1,3,0.128,-0.9,2.3,1.4,1,0,0,0,0,0,0,0
33,2TM,PG,65,1,1126,12.5,0.465,0.156,0.056,2.4,11.1,6.8,31.5,2,1.8,15,20.1,-0.3,0.9,0.5,0.023,-2.2,-0.6,-2.9,-0.2,0,0,0,0,0,0,0
33,CHO,PG,37,1,511,9.6,0.434,0.135,0.103,2.2,9.7,5.9,25.9,1.9,1.8,15.7,19.1,-0.5,0.3,-0.1,-0.011,-3.7,-0.7,-4.5,-0.3,0,0,0,0,0,0,0
33,WAS,PG,28,0,615,15,0.489,0.171,0.02,2.6,12.2,7.5,36.1,2.2,1.8,14.5,20.9,0.1,0.5,0.7,0.052,-0.9,-0.6,-1.5,0.1,0,0,0,0,0,0,0
34,UTA,SF,45,15,1122,10,0.551,0.789,0.077,1.2,11.2,6.4,19,1,0.4,13.5,13.2,1.3,0.9,2.2,0.094,-0.7,0.5,-0.3,0.5,0,0,0,0,0,0,0
35,NOP,SG,59,16,1098,8.6,0.494,0.627,0.139,2.9,11.8,7.2,9.2,1.9,2,11.8,13.9,-0.1,1,0.8,0.037,-2.8,0.3,-2.5,-0.1,0,0,0,0,0,0,0
25,LAL,PF,48,27,1094,10.5,0.564,0.418,0.295,3.4,11.9,7.6,9.8,1.9,1.1,11,12.5,0.9,0.9,1.8,0.079,-2.8,0.1,-2.7,-0.2,0,0,0,0,0,0,0
29,BRK,PG,29,29,1091,21.4,0.592,0.388,0.209,1.6,10.8,6.3,25.2,1.8,1.4,9.8,29.4,2.4,0.9,3.3,0.147,4.2,-1.2,3,1.4,0,0,0,0,0,0,0
21,POR,SF,42,23,1088,13.5,0.575,0.489,0.298,5.7,18.7,11.9,7.4,1.1,3.3,10.1,15.8,1.2,0.6,1.7,0.076,-0.9,-0.6,-1.4,0.2,0,0,0,0,0,0,0
21,OKC,C,49,36,1087,11.7,0.526,0.509,0.167,7,19.1,13,6.7,1.3,1.3,10.1,15.4,0.4,1,1.5,0.065,-1.9,-0.4,-2.2,-0.1,0,0,0,0,0,0,0
31,DEN,PF,67,8,1085,14.1,0.587,0.379,0.284,8.6,19.9,14.5,7.6,1.9,2.2,13.4,17.2,1.2,1.4,2.7,0.118,-2,0.1,-1.8,0,0,0,0,0,0,0,0
31,LAC,PF,31,31,1077,18.6,0.538,0.404,0.233,1.2,19.2,10.5,28.1,3,1,15.2,33.7,-0.6,1.9,1.3,0.057,1.8,1.9,3.7,1.6,0,0,0,0,0,0,0
28,SAC,C,45,37,1074,17.8,0.689,0.017,0.3,9.3,22.9,16.1,6.8,0.8,3.3,14.2,15.8,2.4,0.9,3.2,0.145,-0.4,-0.1,-0.5,0.4,0,0,0,0,0,0,0
27,OKC,SF,49,0,1072,13.3,0.532,0.382,0.174,7.1,14.1,10.5,15.3,2,0.9,11.9,15.6,0.8,1,1.8,0.081,-1.3,1.1,-0.3,0.5,0,0,0,0,0,0,0
32,MIA,C,67,15,1065,15.9,0.632,0.162,0.345,11.4,29.4,20.6,6.7,1.1,4.2,17.3,16.9,1.5,2,3.5,0.157,-2.2,1.1,-1,0.3,0,0,0,0,0,0,0
31,POR,PG,29,29,1056,18.5,0.55,0.514,0.328,1.3,11.6,6.2,34,0.8,1,11.6,29.3,1.7,0.1,1.7,0.079,4,-2.7,1.3,0.9,0,0,0,0,0,0,0
22,CHI,SF,66,7,1055,10.1,0.525,0.516,0.101,4.2,17.4,10.8,8.2,1.7,0.4,8.8,12.3,0.5,0.9,1.4,0.065,-1.7,-0.2,-1.8,0.1,0,0,0,0,0,0,0
36,BRK,C,47,12,1050,19.6,0.604,0.1,0.223,7.8,18.7,13.4,6.3,0.6,4,8,22.4,2.1,1,3.1,0.141,1.3,-0.6,0.7,0.7,0,0,0,0,0,0,0
29,2TM,PF,46,11,1040,14.4,0.59,0.283,0.231,7.4,19.3,13.1,11.4,2,1.9,12,12.8,1.5,0.8,2.3,0.104,-0.4,0.3,-0.1,0.5,0,0,0,0,0,0,0
29,POR,C,37,11,858,14.4,0.581,0.313,0.247,7.2,20.1,13.4,12.5,2.2,1.5,11,12.4,1.3,0.6,1.9,0.104,-0.3,0.6,0.3,0.5,0,0,0,0,0,0,0
29,NOP,PF,9,0,182,14.2,0.628,0.163,0.163,8.3,15.6,11.9,6.4,1.4,3.7,16,14.7,0.2,0.2,0.4,0.104,-1.1,-0.8,-1.9,0,0,0,0,0,0,0,0
21,DAL,SG,67,3,1039,11.9,0.578,0.305,0.176,5.6,11.7,8.6,11,2.2,1.2,13.8,13.9,1,1.4,2.4,0.111,-2.4,1.4,-1,0.3,0,0,0,0,0,0,0
35,UTA,PF,55,1,1038,13,0.539,0.536,0.208,6,19.1,12.8,7.8,1.2,1.6,10.2,19.3,0.8,1.3,2.1,0.097,-0.7,-0.3,-1,0.3,0,0,0,0,0,0,0
27,2TM,SF,56,20,1026,11.9,0.601,0.163,0.158,4.6,12.5,8.6,8.6,2.3,2.2,11.6,11.2,1.1,1.1,2.2,0.104,-2.2,1.5,-0.7,0.3,0,0,0,0,0,0,0
27,BRK,SF,48,20,949,12.4,0.609,0.169,0.164,4.5,12.8,8.7,8.5,2.4,2.4,11.6,11.7,1.1,1.1,2.1,0.108,-2,1.6,-0.4,0.4,0,0,0,0,0,0,0
27,MIL,SF,8,0,77,4.8,0.375,0,0,5.6,9.4,7.6,9.4,1.2,0,11.1,5,0,0.1,0.1,0.053,-4.4,0.5,-3.9,0,0,0,0,0,0,0,0
25,2TM,PG,63,15,1021,12.6,0.544,0.305,0.201,2.6,10.3,6.5,20.7,2,0.7,15.4,18.7,0.5,0.9,1.5,0.068,-1.9,0.3,-1.7,0.1,0,0,0,0,0,0,0
25,WAS,PG,41,14,663,11.3,0.547,0.313,0.164,1.5,9.5,5.6,17.1,1.8,1.2,14.5,18,0.1,0.4,0.5,0.038,-2.4,0.3,-2.1,0,0,0,0,0,0,0,0
25,PHO,PG,22,1,358,14.9,0.538,0.29,0.266,4.6,11.7,8.2,27.4,2.4,0,16.8,20,0.4,0.5,0.9,0.125,-1,0.3,-0.8,0.1,0,0,0,0,0,0,0
26,SAC,C,56,15,1017,18.3,0.701,0.109,0.492,7.9,18.5,13.2,10.2,1.2,4,15.4,16.2,2.4,0.9,3.3,0.156,-0.2,0.5,0.3,0.6,0,0,0,0,0,0,0
24,CLE,PF,63,13,1015,11.3,0.544,0.204,0.235,5.2,12.5,8.9,6.5,1.5,1.6,10.4,17.1,0.4,1.2,1.6,0.078,-3.2,0.3,-2.9,-0.2,0,0,0,0,0,0,0
22,2TM,SF,49,7,1012,12.8,0.543,0.451,0.275,2.7,8.6,5.7,7,2.3,1.4,11.1,22.2,0.2,0.8,1,0.046,-1,-0.3,-1.3,0.2,0,0,0,0,0,0,0
22,ATL,SF,34,7,797,12.8,0.537,0.446,0.233,2.8,8.7,5.8,6.9,2.2,1.2,10.4,23.2,0.1,0.5,0.6,0.034,-0.8,-0.7,-1.5,0.1,0,0,0,0,0,0,0
22,NYK,SF,15,0,215,12.9,0.575,0.477,0.492,2.5,8.2,5.3,7.1,2.8,1.8,14.1,18.8,0.1,0.3,0.4,0.092,-2,1.2,-0.8,0.1,0,0,0,0,0,0,0
25,2TM,SG,42,1,1006,11.3,0.51,0.649,0.247,4.3,14,9.1,16.1,2.3,0.7,16.2,18.9,-0.1,0.9,0.7,0.035,-1.8,-0.5,-2.3,-0.1,0,0,0,0,0,0,0
25,MIL,SG,17,0,341,7.9,0.47,0.627,0.229,5.7,12.8,9.3,11.3,1.5,0.8,17.7,19.8,-0.4,0.3,-0.1,-0.009,-3.8,-1.6,-5.5,-0.3,0,0,0,0,0,0,0
25,SAC,SG,25,1,665,13,0.532,0.661,0.257,3.6,14.5,9,18.6,2.7,0.7,15.4,18.5,0.2,0.6,0.8,0.058,-0.8,0.2,-0.6,0.2,0,0,0,0,0,0,0
35,MIL,SG,49,14,1002,6.9,0.536,0.714,0.127,3.2,6.4,4.9,4.6,1.1,0.8,7.2,10.7,0.6,0.6,1.2,0.056,-3,-0.3,-3.3,-0.3,0,0,0,0,0,0,0
24,BOS,PG,71,2,1001,15,0.578,0.657,0.056,3.5,10.8,7.2,20.4,1.2,0.5,9.7,18.6,1.8,1.2,3.1,0.148,1.7,0.1,1.8,1,0,0,0,0,0,0,0
28,GSW,SF,73,6,994,11,0.561,0.37,0.298,3.2,15.8,9.7,17.6,2.4,1.6,20.4,14.7,0.3,1.8,2,0.098,-3.3,2.4,-0.8,0.3,0,0,0,0,0,0,0
21,ATL,C,48,6,992,19.8,0.714,0,0.487,12.8,18.4,15.6,7.6,1.5,5.4,13.8,14,3.1,1.1,4.2,0.202,0,0.8,0.8,0.7,0,0,0,0,0,0,0
29,TOR,C,55,28,991,13.2,0.534,0.07,0.355,12.7,13.5,13.1,7.6,1.5,2.6,11.1,11.2,1.5,1.1,2.6,0.126,-1.7,0.4,-1.3,0.2,0,0,0,0,0,0,0
21,BRK,SF,48,23,987,8.3,0.516,0.509,0.071,5,13.8,9.5,4.1,1.4,2.2,13.2,13.8,-0.2,0.9,0.6,0.031,-3.1,-0.8,-3.8,-0.5,0,0,0,0,0,0,0
25,CLE,PF,51,28,980,10.1,0.584,0.654,0.138,3.6,13.1,8.5,7.3,1.5,0.6,6.5,11.1,1.1,1.1,2.3,0.111,-1.9,1.3,-0.6,0.4,0,0,0,0,0,0,0
29,2TM,C,47,27,977,13.2,0.595,0.368,0.247,6.6,18.8,12.7,6.3,1,2.9,12.5,16.2,0.9,1,1.9,0.093,-1.9,-0.2,-2.1,0,0,0,0,0,0,0,0
29,HOU,C,26,21,584,10.7,0.554,0.441,0.223,6,18.5,12.2,5.1,0.9,2.6,13.6,16.5,0.1,0.3,0.3,0.028,-2.6,-0.9,-3.4,-0.2,0,0,0,0,0,0,0
29,BOS,C,21,6,393,17,0.658,0.25,0.286,7.6,19.1,13.5,8,1.1,3.3,10.6,15.8,0.9,0.7,1.6,0.19,-1,0.9,-0.1,0.2,0,0,0,0,0,0,0
22,MIN,SG,62,1,975,16.8,0.581,0.387,0.223,2.4,11.4,6.8,20.2,1.3,1,7.4,21,2.1,0.7,2.8,0.138,1.5,-0.7,0.8,0.7,0,0,0,0,0,0,0
22,BRK,C,47,19,974,18.6,0.672,0,0.352,10.4,18.9,14.8,6.4,1.2,4.7,11.1,15.1,2.3,1.2,3.5,0.171,0.3,0.2,0.5,0.6,0,0,0,0,0,0,0
36,LAL,C,60,27,971,18.2,0.657,0.068,0.667,13.1,26.3,19.7,5,1.7,3.3,14.2,14.6,2.2,1.3,3.5,0.174,-0.2,0,-0.2,0.4,0,0,0,0,0,0,0
31,CLE,PG,34,8,970,14,0.488,0.423,0.251,1.7,14.1,8,34.6,2.5,0.6,16.5,24.9,-0.1,1.4,1.3,0.064,-1,1.2,0.2,0.5,0,0,0,0,0,0,0
21,IND,PG,48,7,968,10.2,0.521,0.504,0.143,0.5,9.3,4.8,13,1.3,0.3,11.2,22.6,-0.2,0.2,0,-0.002,-1.9,-2.8,-4.7,-0.7,0,0,0,0,0,0,0
19,SAS,SF,50,16,965,7.1,0.487,0.507,0.219,3.5,8.9,6.1,10.6,1,2,16.1,15.4,-0.6,0.6,0,0.001,-3.8,-1.1,-5,-0.7,0,0,0,0,0,0,0
24,ORL,C,63,3,960,18.1,0.623,0.508,0.326,4.6,21,12.8,15.4,1,1.2,11,22.9,1.8,1,2.8,0.138,1.5,0.1,1.6,0.9,0,0,0,0,0,0,0
32,BRK,C,56,24,958,13.7,0.518,0.463,0.243,7,18.6,13,15,1.4,1.3,8.2,16.9,1.2,0.9,2.1,0.106,-0.6,0.1,-0.5,0.3,0,0,0,0,0,0,0
26,SAS,SF,59,14,957,12.4,0.578,0.209,0.232,6.8,18.7,12.7,5.7,1.4,1.2,13.4,14.8,0.6,1,1.6,0.08,-2.1,-0.5,-2.6,-0.1,0,0,0,0,0,0,0
23,OKC,PF,45,28,948,18.3,0.607,0.307,0.359,8,15.6,11.8,12.1,1.8,3.3,10.3,19,1.8,1.1,2.9,0.147,0.4,0.2,0.6,0.6,0,0,0,0,0,0,0
31,NYK,PG,37,37,948,13.9,0.537,0.538,0.192,1.6,11.2,6.3,22.2,1.4,0.7,10.7,20.8,1,0.9,1.8,0.093,0.7,-0.2,0.4,0.6,0,0,0,0,0,0,0
36,NYK,C,52,4,946,12,0.606,0.229,0.313,9.8,16.3,13,4.9,1.2,4.2,12.5,10,1.4,1.2,2.7,0.135,-3,1,-2,0,0,0,0,0,0,0,0
23,WAS,PF,42,13,943,14.9,0.579,0.323,0.173,3,15.6,9.4,7.9,1.2,0.8,7.4,20.9,0.9,0.6,1.4,0.073,0.2,-1.7,-1.4,0.1,0,0,0,0,0,0,0
31,GSW,SG,32,32,941,16.7,0.547,0.517,0.089,1.8,12.4,7.3,16.1,0.8,1.7,6.7,29.6,0.6,1.2,1.8,0.091,2.6,-1.6,1.1,0.7,0,0,0,0,0,0,0
29,2TM,SF,56,0,935,13.3,0.521,0.49,0.305,3,15.3,9.1,12.3,1.6,2,8.6,19.7,0.6,0.6,1.2,0.063,-0.4,-0.5,-0.8,0.3,0,0,0,0,0,0,0
29,IND,SF,39,0,613,13.4,0.524,0.513,0.351,2.7,14.6,8.5,11.6,1.8,2,8.4,20,0.5,0.4,0.9,0.07,-0.2,-0.2,-0.5,0.2,0,0,0,0,0,0,0
29,SAC,SG,17,0,322,13.1,0.514,0.445,0.218,3.7,16.7,10.1,13.5,1.2,2.2,9.1,19.1,0.1,0.2,0.3,0.051,-0.6,-0.9,-1.5,0,0,0,0,0,0,0,0
21,2TM,PF,51,8,925,18.4,0.595,0.349,0.291,12,24.5,18.2,3.9,0.8,3.9,9.6,20.3,1.7,1.1,2.8,0.145,0.9,-1.4,-0.5,0.3,0,0,0,0,0,0,0
21,PHO,PF,29,4,382,15.9,0.547,0.285,0.38,15.9,23,19.5,2.1,0.8,4.2,12.1,20.5,0.4,0.7,1.1,0.137,-1.9,-0.5,-2.3,0,0,0,0,0,0,0,0
21,IND,PF,22,4,543,20.2,0.628,0.39,0.235,9.3,25.5,17.3,5.1,0.8,3.7,7.8,20.1,1.3,0.4,1.7,0.15,2.9,-2.1,0.8,0.4,0,0,0,0,0,0,0
20,OKC,PG,51,7,908,10.6,0.5,0.473,0.315,2.2,12.8,7.4,18.5,1.7,1.1,15.3,20.3,-0.5,0.8,0.3,0.015,-3.7,-0.7,-4.4,-0.6,0,0,0,0,0,0,0
30,3TM,SG,55,13,906,10.2,0.461,0.277,0.283,3.3,12.1,7.7,27,1.6,0.5,17.6,12.6,0.5,0.6,1,0.056,-3.3,-0.3,-3.7,-0.4,0,0,0,0,0,0,0
30,NOP,SG,32,3,481,6.5,0.373,0.29,0.234,4.1,10.8,7.4,20.6,1.4,0.2,16.3,12.6,-0.3,0.3,0,-0.003,-5.1,-0.5,-5.6,-0.4,0,0,0,0,0,0,0
30,WAS,PG,22,10,416,14.4,0.563,0.262,0.298,2.4,13.6,8.1,35,1.8,0.8,19.5,12.6,0.7,0.3,1,0.12,-1.4,0,-1.5,0.1,0,0,0,0,0,0,0
26,2TM,PG,66,3,905,9.6,0.531,0.672,0.071,1.7,11.2,6.6,14,1.3,1.4,11.5,14,0.5,0.7,1.2,0.062,-1.8,-0.4,-2.2,-0.1,0,0,0,0,0,0,0
26,BRK,PG,46,1,552,6.5,0.462,0.73,0.057,1.8,11.2,6.6,10.9,1.2,1.6,12.7,15.9,-0.4,0.4,-0.1,-0.005,-3.6,-0.9,-4.4,-0.3,0,0,0,0,0,0,0
